ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,T_TL,M_TL,F_TL,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65Plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65Plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65Plus
Gelana (West Guji),ET041517,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,100716,50536,50180,15418,16451,15345,7841,2937,7433,7242,5515,5850,3878,2957,2449,1900,1749,3751,7736,8254,7700,3935,1474,3730,3634,2767,2935,1946,1484,1229,953,878,1882,7682,8196,7645,3907,1463,3703,3608,2748,2915,1932,1473,1220,947,872,1869
Melka Soda,ET041518,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,75243,37658,37585,11519,12290,11464,5858,2194,5553,5410,4120,4371,2897,2209,1830,1419,1307,2802,5765,6151,5737,2932,1098,2779,2708,2062,2187,1450,1106,916,710,654,1402,5754,6139,5726,2926,1096,2774,2703,2058,2183,1447,1103,914,709,653,1400
Bule Hora town,ET041587,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,7197,3699,3499,1102,1176,1097,560,210,531,518,394,418,277,211,175,136,125,268,566,604,564,288,108,273,266,203,215,142,109,90,70,64,138,536,571,533,272,102,258,252,192,203,135,103,85,66,61,130
Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,39949,19887,20062,6116,6525,6087,3110,1165,2948,2872,2187,2321,1538,1173,971,754,694,1488,3044,3248,3030,1548,580,1468,1430,1089,1155,766,584,484,375,345,741,3071,3277,3057,1562,585,1481,1443,1098,1165,772,589,488,378,348,747
Birbirsa Kojowa,ET041596,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,61487,30666,30822,9413,10043,9368,4787,1793,4538,4421,3367,3572,2367,1805,1495,1160,1068,2290,4694,5009,4672,2388,894,2263,2205,1679,1781,1181,900,746,578,533,1142,4718,5034,4696,2400,899,2275,2216,1688,1790,1187,905,750,581,535,1148
Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,71297,35086,36210,10914,11645,10863,5551,2079,5262,5127,3904,4141,2745,2093,1734,1345,1238,2655,5371,5731,5346,2732,1023,2589,2523,1921,2038,1351,1030,853,662,609,1307,5543,5914,5517,2819,1056,2672,2604,1983,2103,1394,1063,881,683,629,1348
Dega,ET041604,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,56032,27568,28464,8578,9152,8537,4362,1634,4135,4029,3068,3255,2157,1645,1363,1057,973,2087,4220,4503,4200,2146,804,2035,1982,1509,1601,1061,809,670,520,479,1027,4357,4649,4337,2216,830,2101,2047,1559,1653,1096,836,692,537,494,1060
Dabo Hana,ET041605,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,59222,29200,30022,9066,9673,9023,4611,1727,4371,4258,3243,3440,2280,1739,1440,1117,1029,2205,4470,4769,4449,2273,852,2155,2100,1599,1696,1124,857,710,551,507,1087,4596,4904,4574,2337,876,2216,2159,1644,1744,1156,881,730,566,521,1118
Gechi,ET041606,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,100084,49898,50186,15321,16347,15249,7792,2919,7387,7196,5480,5814,3854,2938,2434,1888,1738,3727,7639,8150,7602,3885,1455,3683,3588,2732,2898,1921,1465,1213,941,867,1858,7683,8197,7646,3907,1464,3704,3609,2748,2915,1932,1473,1220,947,872,1869
Borecha,ET041607,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,102877,51927,50950,15749,16804,15674,8010,3000,7593,7397,5633,5976,3961,3020,2502,1941,1787,3831,7949,8482,7911,4043,1514,3832,3734,2843,3016,1999,1525,1263,980,902,1934,7800,8322,7763,3967,1486,3760,3664,2790,2960,1962,1496,1239,961,885,1897
Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,120054,60238,59816,18378,19609,18291,9347,3501,8860,8632,6573,6974,4623,3525,2920,2265,2085,4471,9222,9839,9178,4690,1757,4446,4331,3298,3499,2319,1769,1465,1136,1046,2243,9157,9770,9113,4657,1744,4415,4301,3275,3475,2303,1756,1455,1128,1039,2228
Meko,ET041618,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,30222,14770,15452,4627,4936,4605,2353,881,2230,2173,1655,1755,1164,887,735,570,525,1125,2261,2412,2250,1150,431,1090,1062,809,858,569,434,359,279,257,550,2365,2524,2354,1203,451,1140,1111,846,898,595,454,376,291,268,575
Bedele town,ET041621,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,38566,19245,19321,5904,6299,5876,3003,1125,2846,2773,2112,2240,1485,1132,938,727,670,1436,2946,3143,2932,1498,561,1420,1384,1054,1118,741,565,468,363,334,717,2958,3156,2944,1504,563,1426,1389,1058,1122,744,567,470,364,336,720
Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,106709,52866,53843,16336,17430,16258,8308,3112,7875,7673,5843,6198,4109,3133,2595,2013,1853,3974,8093,8635,8055,4116,1542,3902,3801,2895,3071,2036,1552,1286,997,918,1969,8243,8795,8203,4192,1570,3974,3872,2948,3128,2073,1581,1309,1016,935,2005
Chwaka,ET041623,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,77676,40922,36754,11891,12687,11834,6048,2265,5733,5585,4253,4512,2991,2281,1889,1465,1349,2893,6265,6684,6235,3186,1193,3020,2942,2241,2377,1576,1201,995,772,711,1524,5626,6003,5600,2862,1072,2713,2643,2012,2135,1415,1079,894,693,638,1369
Dodola town,ET041700,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,41140,21528,19612,6298,6720,6268,3203,1200,3036,2958,2253,2390,1584,1208,1000,776,715,1532,3296,3516,3280,1676,628,1589,1548,1179,1250,829,632,524,406,374,802,3002,3203,2988,1527,572,1447,1410,1074,1139,755,576,477,370,341,730
Siraro,ET041701,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,203187,99501,103686,31105,33188,30957,15820,5926,14996,14610,11125,11802,7823,5965,4941,3833,3529,7567,15232,16252,15160,7747,2902,7344,7155,5448,5780,3831,2921,2420,1877,1728,3705,15873,16936,15797,8073,3024,7652,7455,5677,6023,3992,3044,2521,1956,1801,3861
Shala,ET041702,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,210385,104877,105508,32207,34364,32054,16380,6135,15527,15128,11519,12221,8101,6177,5116,3969,3654,7835,16055,17130,15979,8165,3059,7740,7541,5742,6092,4038,3079,2550,1978,1821,3906,16152,17233,16075,8215,3077,7787,7586,5777,6129,4062,3098,2566,1990,1832,3929
Arsi Negele,ET041703,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,66361,32528,33833,10159,10839,10111,5167,1935,4898,4772,3634,3855,2555,1948,1614,1252,1153,2471,4980,5313,4956,2533,949,2401,2339,1781,1889,1252,955,791,614,565,1211,5179,5526,5155,2634,987,2497,2433,1852,1965,1303,993,823,638,588,1260
Kofele,ET041704,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,255089,127595,127494,39050,41665,38865,19861,7439,18826,18342,13967,14817,9822,7489,6203,4812,4430,9500,19533,20841,19440,9934,3721,9417,9175,6986,7412,4913,3746,3103,2407,2216,4752,19517,20824,19425,9926,3718,9409,9167,6981,7406,4909,3743,3100,2405,2214,4748
Kore,ET041705,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,145732,72211,73521,22309,23803,22203,11346,4250,10756,10479,7979,8465,5611,4279,3544,2749,2531,5427,11054,11795,11002,5622,2106,5329,5192,3954,4194,2780,2120,1756,1362,1254,2689,11255,12009,11201,5724,2144,5426,5286,4026,4271,2831,2159,1788,1387,1277,2738
Gedeb Asasa,ET041706,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,269189,132631,136558,41209,43968,41013,20958,7850,19867,19356,14739,15636,10365,7903,6546,5078,4675,10025,20304,21664,20207,10326,3868,9789,9537,7262,7704,5107,3894,3225,2502,2304,4939,20905,22305,20806,10632,3982,10078,9819,7477,7932,5258,4009,3321,2576,2372,5085
Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,192391,88500,103892,29452,31425,29312,14979,5611,14199,13834,10534,11175,7408,5649,4679,3629,3341,7165,13548,14455,13484,6890,2581,6532,6363,4846,5141,3408,2598,2152,1669,1537,3296,15904,16969,15829,8089,3030,7668,7470,5688,6035,4000,3050,2526,1960,1804,3869
Kokosa,ET041708,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,200510,96816,103694,30695,32751,30549,15611,5847,14798,14417,10979,11647,7720,5887,4876,3782,3482,7467,14821,15814,14751,7538,2823,7145,6961,5301,5624,3728,2842,2354,1826,1681,3605,15874,16937,15799,8073,3024,7653,7456,5678,6023,3993,3044,2522,1956,1801,3862
Nenesebo,ET041709,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,161010,79754,81256,24648,26299,24531,12536,4696,11883,11577,8816,9353,6200,4727,3916,3037,2796,5996,12209,13027,12151,6209,2326,5886,5735,4367,4633,3071,2342,1939,1504,1385,2970,12439,13272,12380,6326,2370,5997,5843,4449,4720,3129,2386,1976,1533,1411,3026
Adaba,ET041710,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,197833,97639,100194,30285,32313,30141,15403,5769,14601,14225,10832,11491,7617,5808,4811,3732,3436,7367,14947,15948,14876,7602,2847,7206,7021,5346,5672,3759,2867,2374,1842,1696,3636,15338,16365,15265,7801,2922,7395,7204,5486,5820,3858,2942,2437,1890,1740,3731
Shashemene town,ET041711,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,198496,99097,99399,30387,32422,30242,15454,5789,14650,14273,10868,11530,7643,5828,4827,3744,3447,7392,15170,16186,15098,7715,2890,7314,7125,5426,5756,3816,2909,2410,1869,1721,3690,15216,16236,15144,7739,2899,7336,7147,5442,5774,3827,2918,2417,1875,1726,3702
Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,345101,171358,173743,52830,56368,52579,26869,10064,25470,24814,18896,20046,13288,10132,8392,6510,5994,12852,26232,27989,26108,13341,4997,12647,12321,9383,9954,6598,5031,4167,3232,2976,6381,26597,28379,26471,13527,5067,12823,12493,9513,10092,6690,5101,4225,3277,3018,6470
Heban Arsi,ET041783,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,72523,35969,36553,11102,11846,11049,5646,2115,5352,5215,3971,4213,2792,2129,1764,1368,1260,2701,5506,5875,5480,2800,1049,2655,2586,1969,2089,1385,1056,875,678,625,1340,5596,5970,5569,2846,1066,2698,2628,2001,2123,1407,1073,889,690,635,1361
Wondo,ET041797,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,113217,55962,57255,17332,18492,17249,8815,3302,8356,8141,6199,6576,4359,3324,2753,2136,1966,4216,8567,9141,8526,4357,1632,4130,4024,3064,3251,2155,1643,1361,1056,972,2084,8765,9352,8723,4458,1670,4226,4117,3135,3326,2205,1681,1392,1080,994,2132
Bishan Guracha,ET041798,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,26592,14127,12466,4071,4344,4052,2070,776,1963,1912,1456,1545,1024,781,647,502,462,990,2163,2307,2152,1100,412,1043,1016,773,821,544,415,344,266,245,526,1908,2036,1899,971,364,920,896,683,724,480,366,303,235,217,464
Arsi Negele town,ET041799,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,27105,13286,13819,4149,4427,4130,2110,790,2000,1949,1484,1574,1044,796,659,511,471,1009,2034,2170,2024,1034,387,981,955,727,772,512,390,323,251,231,495,2115,2257,2105,1076,403,1020,994,757,803,532,406,336,261,240,515
Hawa Galan,ET041801,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,135159,69177,65982,20691,22076,20592,10523,3942,9975,9718,7400,7851,5204,3968,3287,2550,2347,5033,10590,11299,10540,5386,2017,5105,4974,3788,4018,2664,2031,1682,1305,1201,2576,10101,10777,10053,5137,1924,4870,4744,3613,3833,2541,1937,1605,1245,1146,2457
Yama Logi Welel,ET041802,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,54025,26505,27519,8270,8824,8231,4206,1576,3987,3885,2958,3138,2080,1586,1314,1019,938,2012,4058,4329,4038,2064,773,1956,1906,1451,1540,1021,778,645,500,460,987,4213,4495,4193,2143,803,2031,1979,1507,1599,1060,808,669,519,478,1025
Dale Wabera,ET041803,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,151875,75803,76072,23250,24807,23139,11825,4429,11209,10920,8316,8822,5848,4459,3693,2865,2638,5656,11604,12381,11549,5902,2211,5595,5451,4151,4403,2919,2226,1843,1430,1317,2823,11645,12425,11590,5923,2218,5614,5470,4165,4419,2929,2233,1850,1435,1321,2833
Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,90863,45638,45225,13910,14841,13844,7074,2650,6706,6533,4975,5278,3499,2668,2210,1714,1578,3384,6986,7454,6953,3553,1331,3368,3282,2499,2651,1757,1340,1110,861,793,1700,6923,7387,6890,3521,1319,3338,3252,2476,2627,1741,1328,1100,853,785,1684
Sayo,ET041805,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,160200,79692,80508,24524,26167,24408,12473,4672,11823,11519,8772,9305,6168,4703,3896,3022,2782,5966,12200,13017,12142,6205,2324,5882,5730,4363,4629,3068,2340,1938,1503,1384,2968,12325,13150,12266,6268,2348,5942,5789,4408,4676,3100,2364,1958,1519,1398,2998
Denbi Dollo town,ET041806,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,58177,29627,28550,8906,9502,8864,4529,1697,4294,4183,3185,3379,2240,1708,1415,1097,1010,2167,4535,4839,4514,2307,864,2187,2130,1622,1721,1141,870,720,559,515,1103,4371,4663,4350,2223,833,2107,2053,1563,1658,1099,838,694,539,496,1063
Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,110694,56427,54267,16946,18080,16865,8618,3228,8170,7959,6061,6430,4262,3250,2692,2088,1923,4122,8638,9217,8597,4393,1646,4165,4057,3090,3278,2173,1657,1372,1064,980,2101,8307,8864,8268,4225,1583,4005,3902,2971,3152,2089,1593,1320,1024,942,2021
Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,104542,51712,52830,16004,17076,15928,8139,3049,7716,7517,5724,6072,4025,3069,2542,1972,1816,3893,7916,8446,7879,4026,1508,3817,3718,2831,3004,1991,1518,1258,975,898,1926,8087,8629,8049,4113,1541,3899,3799,2893,3069,2034,1551,1285,997,918,1967
Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,121362,60977,60385,18579,19823,18490,9449,3539,8957,8726,6645,7050,4673,3563,2951,2289,2108,4520,9335,9960,9290,4747,1778,4500,4384,3339,3542,2348,1790,1483,1150,1059,2271,9244,9863,9200,4701,1761,4457,4342,3306,3508,2325,1773,1468,1139,1049,2249
Jimma Horo,ET041810,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,64741,32504,32237,9911,10575,9864,5041,1888,4778,4655,3545,3761,2493,1901,1574,1221,1124,2411,4976,5309,4952,2531,948,2399,2337,1780,1888,1252,954,790,613,565,1210,4935,5265,4912,2510,940,2379,2318,1765,1873,1241,946,784,608,560,1201
Lalo Kile,ET041811,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,72360,35608,36752,11077,11819,11025,5634,2110,5340,5203,3962,4203,2786,2124,1760,1365,1257,2695,5451,5816,5425,2772,1038,2628,2560,1950,2068,1371,1045,866,672,618,1326,5626,6003,5599,2861,1072,2712,2643,2012,2135,1415,1079,894,693,638,1369
Sedi Chenka,ET041812,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,60072,30455,29617,9196,9812,9152,4677,1752,4434,4319,3289,3489,2313,1764,1461,1133,1043,2237,4662,4974,4640,2371,888,2248,2190,1668,1769,1173,894,741,574,529,1134,4534,4838,4512,2306,864,2186,2130,1622,1720,1140,870,720,559,514,1103
Horo,ET041901,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,105215,52095,53120,16107,17185,16030,8192,3068,7765,7565,5761,6112,4051,3089,2559,1985,1827,3918,7975,8509,7937,4056,1519,3845,3746,2852,3026,2006,1529,1267,983,905,1940,8132,8676,8093,4136,1549,3920,3820,2909,3086,2045,1560,1292,1002,923,1978
Shambu town,ET041902,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,29622,15175,14447,4535,4838,4513,2306,864,2186,2130,1622,1721,1141,870,720,559,514,1103,2323,2479,2312,1181,443,1120,1091,831,881,584,446,369,286,264,565,2212,2360,2201,1125,421,1066,1039,791,839,556,424,351,273,251,538
Guduru,ET041903,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,59415,29541,29874,9096,9705,9052,4626,1733,4385,4272,3253,3451,2288,1744,1445,1121,1032,2213,4522,4825,4501,2300,861,2180,2124,1617,1716,1137,867,718,557,513,1100,4573,4880,4552,2326,871,2205,2148,1636,1735,1150,877,726,564,519,1113
Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,63678,31858,31820,9748,10401,9702,4958,1857,4700,4579,3487,3699,2452,1870,1549,1201,1106,2371,4877,5204,4854,2480,929,2351,2291,1744,1851,1227,935,775,601,553,1186,4871,5197,4848,2477,928,2348,2288,1742,1848,1225,934,774,600,553,1185
Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,72040,37016,35024,11028,11767,10976,5609,2101,5317,5180,3944,4185,2774,2115,1752,1359,1251,2683,5667,6046,5640,2882,1079,2732,2662,2027,2150,1425,1087,900,698,643,1378,5362,5721,5336,2727,1021,2585,2518,1918,2034,1349,1028,852,661,608,1304
Jimma Genete,ET041906,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,92327,45484,46843,14134,15080,14067,7188,2693,6814,6639,5055,5363,3555,2711,2245,1742,1604,3438,6963,7429,6930,3541,1326,3357,3270,2490,2642,1751,1335,1106,858,790,1694,7171,7651,7137,3647,1366,3457,3368,2565,2721,1804,1375,1139,884,814,1744
Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,81549,39980,41569,12484,13320,12425,6349,2378,6019,5864,4465,4737,3140,2394,1983,1538,1416,3037,6120,6530,6091,3113,1166,2951,2875,2189,2322,1539,1174,972,754,694,1489,6364,6790,6333,3236,1212,3068,2989,2276,2415,1601,1220,1011,784,722,1548
Jarte Jardega,ET041908,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,70091,34887,35204,10730,11448,10679,5457,2044,5173,5040,3838,4071,2699,2058,1704,1322,1217,2610,5341,5698,5315,2716,1017,2575,2509,1910,2026,1343,1024,848,658,606,1299,5389,5750,5364,2741,1027,2598,2531,1928,2045,1355,1034,856,664,611,1311
Amuru,ET041909,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,75244,37200,38044,11519,12290,11464,5858,2194,5553,5410,4120,4371,2897,2209,1830,1419,1307,2802,5695,6076,5668,2896,1085,2745,2675,2037,2161,1432,1092,905,702,646,1385,5824,6214,5796,2962,1109,2808,2736,2083,2210,1465,1117,925,718,661,1417
Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,93563,47421,46142,14323,15282,14255,7285,2729,6905,6728,5123,5435,3603,2747,2275,1765,1625,3484,7259,7746,7225,3692,1383,3500,3410,2596,2755,1826,1392,1153,895,824,1766,7064,7537,7030,3592,1346,3405,3318,2526,2680,1777,1355,1122,870,801,1718
Choman Guduru,ET041911,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,18637,9068,9568,2853,3044,2839,1451,543,1375,1340,1020,1083,718,547,453,352,324,694,1388,1481,1382,706,264,669,652,497,527,349,266,221,171,157,338,1465,1563,1458,745,279,706,688,524,556,368,281,233,180,166,356
Horo Buluk,ET041912,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,19043,9464,9578,2915,3110,2901,1483,555,1405,1369,1043,1106,733,559,463,359,331,709,1449,1546,1442,737,276,698,681,518,550,364,278,230,179,164,352,1466,1565,1459,746,279,707,689,524,556,369,281,233,181,166,357
Burayu,ET042001,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,117225,57233,59992,17945,19147,17860,9127,3419,8652,8429,6419,6809,4514,3442,2851,2211,2036,4365,8761,9348,8720,4456,1669,4224,4115,3134,3324,2204,1680,1392,1080,994,2131,9184,9799,9140,4671,1750,4428,4314,3285,3485,2310,1761,1459,1132,1042,2234
Lege Tafo-Lege Dadi town,ET042004,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,22227,12088,10139,3403,3631,3386,1731,648,1640,1598,1217,1291,856,653,541,419,386,828,1850,1974,1842,941,353,892,869,662,702,465,355,294,228,210,450,1552,1656,1545,789,296,748,729,555,589,390,298,247,191,176,378
Sululta town,ET042005,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,12659,6370,6289,1938,2068,1929,986,369,934,910,693,735,487,372,308,239,220,471,975,1040,971,496,186,470,458,349,370,245,187,155,120,111,237,963,1027,958,490,183,464,452,344,365,242,185,153,119,109,234
Sebeta Hawas,ET042006,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,186128,95248,90880,28493,30402,28358,14491,5428,13737,13383,10191,10812,7167,5465,4526,3511,3233,6931,14581,15557,14512,7416,2778,7030,6849,5215,5533,3667,2796,2316,1797,1654,3547,13912,14844,13846,7076,2650,6707,6535,4976,5279,3499,2668,2210,1714,1578,3384
Dukem,ET042008,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,13366,7102,6264,2046,2183,2036,1041,390,986,961,732,776,515,392,325,252,232,498,1087,1160,1082,553,207,524,511,389,413,273,209,173,134,123,264,959,1023,954,488,183,462,450,343,364,241,184,152,118,109,233
Sebeta town,ET042009,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,97498,47649,49849,14925,15925,14855,7591,2843,7196,7011,5338,5663,3754,2862,2371,1839,1693,3631,7294,7783,7260,3710,1390,3517,3426,2609,2768,1835,1399,1159,899,828,1774,7631,8142,7595,3881,1454,3679,3584,2729,2896,1919,1464,1212,940,866,1856
Bereh,ET042011,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,110987,56106,54881,16990,18128,16910,8641,3237,8191,7980,6077,6447,4273,3259,2699,2094,1928,4133,8589,9164,8548,4368,1636,4141,4034,3072,3259,2160,1647,1364,1058,974,2089,8401,8964,8362,4273,1600,4050,3946,3005,3188,2113,1611,1335,1035,953,2044
Akaki,ET042012,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,110918,56945,53973,16980,18117,16899,8636,3235,8186,7975,6073,6443,4271,3256,2697,2092,1926,4131,8717,9301,8676,4434,1661,4203,4095,3118,3308,2193,1672,1385,1074,989,2121,8262,8816,8223,4202,1574,3983,3881,2955,3135,2078,1585,1313,1018,937,2010
Sululta,ET042013,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,161577,80023,81554,24735,26391,24617,12580,4712,11925,11618,8847,9385,6221,4744,3929,3048,2806,6017,12250,13071,12192,6230,2334,5906,5754,4382,4648,3081,2349,1946,1509,1390,2980,12485,13321,12425,6350,2378,6019,5864,4465,4737,3140,2394,1983,1538,1416,3037
Welmera,ET042014,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,117158,58486,58672,17935,19136,17850,9122,3417,8647,8424,6415,6805,4511,3440,2849,2210,2035,4363,8953,9553,8911,4554,1706,4316,4205,3202,3397,2252,1717,1422,1103,1016,2178,8982,9583,8939,4568,1711,4330,4219,3213,3408,2259,1723,1427,1107,1019,2185
Mulo,ET042016,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,49649,24842,24807,7601,8110,7564,3866,1448,3664,3570,2718,2884,1912,1458,1207,937,862,1849,3803,4058,3785,1934,724,1833,1786,1360,1443,957,729,604,469,431,925,3798,4052,3780,1931,723,1831,1784,1358,1441,955,728,603,468,431,924
Sendafa town,ET042018,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,24294,12468,11826,3719,3968,3701,1891,708,1793,1747,1330,1411,935,713,591,458,422,905,1909,2036,1900,971,364,920,897,683,724,480,366,303,235,217,464,1810,1932,1802,921,345,873,850,648,687,455,347,288,223,205,440
Holeta town,ET042020,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,46041,22521,23520,7048,7520,7015,3585,1343,3398,3311,2521,2674,1773,1352,1120,868,800,1715,3448,3679,3431,1753,657,1662,1619,1233,1308,867,661,548,425,391,839,3601,3842,3583,1831,686,1736,1691,1288,1366,906,691,572,444,408,876
Gelana (Finfine),ET042098,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,15634,7787,7847,2393,2554,2382,1217,456,1154,1124,856,908,602,459,380,295,272,582,1192,1272,1186,606,227,575,560,426,452,300,229,189,147,135,290,1201,1282,1196,611,229,579,564,430,456,302,230,191,148,136,292
Gololcha Bale,ET042101,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,70885,35572,35313,10851,11578,10800,5519,2067,5232,5097,3881,4117,2729,2081,1724,1337,1231,2640,5446,5810,5420,2770,1037,2625,2558,1948,2066,1370,1044,865,671,618,1325,5406,5768,5380,2749,1030,2606,2539,1934,2051,1360,1037,859,666,613,1315
Lege Hida,ET042102,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,87088,43423,43665,13332,14225,13268,6780,2540,6427,6262,4768,5059,3353,2557,2118,1643,1513,3243,6647,7093,6616,3381,1266,3205,3122,2378,2522,1672,1275,1056,819,754,1617,6684,7132,6653,3400,1273,3223,3140,2391,2536,1681,1282,1062,824,758,1626
